Appl_Type,Appl_No,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Delist_Flag,Submission_Date
N,204447,2,9125909,"Jun 15, 2027",,,U-2309,,"May 24, 2018"
N,208401,1,10039800,"Nov 6, 2035",,,U-185,,"Aug 23, 2018"
N,209241,1,10065952,"Oct 28, 2036",Y,Y,U-1995,,"Sep 26, 2018"
N,209863,2,9950125,"Sep 4, 2036",,Y,U-2418,,"Oct 24, 2018"
N,202806,2,8952018,"Oct 15, 2030",,,U-2027,,"Jul 18, 2017"
N,207932,4,9901539,"Dec 21, 2032",,,U-1556,,"Mar 28, 2018"
N,212888,2,7125879,"Apr 21, 2025",Y,Y,U-3348,,"Feb 16, 2021"
N,212888,1,11224597,"Sep 15, 2031",,Y,U-3348,,"Feb 15, 2022"
N,212888,2,11224597,"Sep 15, 2031",,Y,U-3348,,"Feb 15, 2022"
N,212888,1,8410103,"Apr 28, 2026",Y,Y,U-3348,,"Feb 16, 2021"
N,212888,2,8410103,"Apr 28, 2026",Y,Y,U-3348,,"Feb 16, 2021"
N,212887,1,8410103,"Apr 28, 2026",Y,Y,U-3348,,"Feb 16, 2021"
N,208088,1,10716794,"Nov 30, 2030",,,U-1500,,"Apr 27, 2022"
N,208088,1,9949985,"Nov 30, 2030",,,U-1500,,"Apr 27, 2022"
N,214510,1,10933046,"Feb 19, 2040",,Y,U-3357,,"Apr 29, 2022"
N,214510,1,9868103,"Aug 8, 2028",,Y,U-3356,,"Apr 29, 2022"
N,214510,1,9687465,"Nov 27, 2032",,Y,U-3356,,"Apr 29, 2022"
N,211882,1,11311482,"May 11, 2038",,,U-2368,,"May 5, 2022"
N,21945,4,11304962,"May 2, 2036",,,U-2236,,"May 10, 2022"
N,22408,1,9895388,"Nov 25, 2033",,,U-3365,,"May 19, 2022"
N,214410,1,11306106,"Aug 9, 2037",,,U-2816,,"May 17, 2022"
N,214410,1,11306106,"Aug 9, 2037",,,U-3000,,"May 17, 2022"
N,210854,1,11306106,"Aug 9, 2037",,,U-2816,,"May 17, 2022"
N,210854,2,11306106,"Aug 9, 2037",,,U-2816,,"May 17, 2022"
N,210854,3,11306106,"Aug 9, 2037",,,U-2816,,"May 17, 2022"
N,210854,1,11306106,"Aug 9, 2037",,,U-3000,,"May 17, 2022"
N,210854,2,11306106,"Aug 9, 2037",,,U-3000,,"May 17, 2022"
N,210854,3,11306106,"Aug 9, 2037",,,U-3000,,"May 17, 2022"
N,200063,1,11324741,"May 29, 2029",,,U-1583,,"May 19, 2022"
N,215888,1,11247981,"May 9, 2033",,,U-3366,,"May 24, 2022"
N,211243,1,11311500,"Sep 10, 2035",,,U-3034,,"May 26, 2022"
N,211243,1,11311500,"Sep 10, 2035",,,U-3036,,"May 26, 2022"
N,211243,1,11311500,"Sep 10, 2035",,,U-3035,,"May 26, 2022"
N,210884,1,11337962,"Jun 16, 2030",,Y,U-1719,,"May 25, 2022"
N,208088,1,11311555,"Nov 30, 2030",,,U-1500,,"May 26, 2022"
N,207924,1,11045474,"Nov 30, 2032",,,U-3372,,"May 26, 2022"
N,207924,2,11045474,"Nov 30, 2032",,,U-3372,,"May 26, 2022"
N,207924,1,9089574,"Nov 30, 2032",,,U-3372,,"May 26, 2022"
N,207924,2,9089574,"Nov 30, 2032",,,U-3372,,"May 26, 2022"
N,215833,1,11318121,"Aug 15, 2028",Y,Y,U-3345,,"May 31, 2022"
N,215904,1,10603308,"Aug 10, 2037",,,U-3374,,"Jun 2, 2022"
N,215904,1,9056116,"Nov 28, 2026",,,U-3374,,"Jun 2, 2022"
N,207534,1,11141540,"Oct 20, 2036",,Y,U-3379,,"Jun 16, 2022"
N,207534,2,11141540,"Oct 20, 2036",,Y,U-3379,,"Jun 16, 2022"
N,22496,1,11357727,"Jan 22, 2041",,Y,U-3380,,"Jun 16, 2022"
N,22496,2,11357727,"Jan 22, 2041",,Y,U-3380,,"Jun 16, 2022"
N,214324,1,10716793,"May 14, 2027",,,U-1849,,"Jun 17, 2022"
N,214324,4,10716793,"May 14, 2027",,,U-1849,,"Jun 17, 2022"
N,214324,3,10716793,"May 14, 2027",,,U-1849,,"Jun 17, 2022"
N,214324,2,10716793,"May 14, 2027",,,U-1849,,"Jun 17, 2022"
N,215272,1,10426743,"May 19, 2036",,,U-2625,,"Jun 21, 2022"
N,212269,1,11357731,"Oct 25, 2038",,,U-3083,,"Jun 21, 2022"
N,213973,1,11344536,"Aug 12, 2040",,,U-3381,,"Jun 17, 2022"
N,209195,1,11338007,"Jun 1, 2037",,Y,U-2039,,"Jun 17, 2022"
N,209195,1,11338007,"Jun 1, 2037",,Y,U-2040,,"Jun 17, 2022"
N,211192,1,10799490,"Mar 13, 2035",,Y,U-3384,,"Nov 6, 2020"
N,211192,1,10610125,"Jun 21, 2030",,,U-3385,,"Apr 28, 2020"
N,211192,1,9850277,"Jan 18, 2033",Y,Y,U-3386,,"Aug 13, 2018"
N,211192,1,9968595,"Mar 13, 2035",,Y,U-3384,,"Aug 13, 2018"
N,211192,1,9474779,"Aug 19, 2033",Y,Y,U-3386,,"Aug 13, 2018"
N,208223,1,11364224,"Jan 29, 2036",,,U-72,,"Jun 21, 2022"
N,210450,2,11344551,"Mar 14, 2034",,,U-3388,,"Jun 27, 2022"
N,210450,2,11344551,"Mar 14, 2034",,,U-3389,,"Jun 27, 2022"
N,208623,1,11357761,"May 30, 2038",,,U-2371,,"Jun 28, 2022"
N,208623,1,11357762,"May 30, 2038",,,U-2371,,"Jun 28, 2022"
N,208623,1,11357763,"May 30, 2038",,,U-2371,,"Jun 28, 2022"
N,208623,1,11357784,"Feb 6, 2039",,,U-2371,,"Jun 28, 2022"
N,215256,1,11318191,"Feb 17, 2041",,Y,U-3162,,"Jun 29, 2022"
N,215256,5,11318191,"Feb 17, 2041",,Y,U-3162,,"Jun 29, 2022"
N,215256,4,11318191,"Feb 17, 2041",,Y,U-3162,,"Jun 29, 2022"
N,215256,3,11318191,"Feb 17, 2041",,Y,U-3162,,"Jun 29, 2022"
N,215256,2,11318191,"Feb 17, 2041",,Y,U-3162,,"Jun 29, 2022"
N,203923,1,10479686,"Jul 7, 2030",,Y,U-3390,,"Jun 29, 2022"
N,200533,1,11344512,"Apr 21, 2028",,,U-3391,,"Jun 29, 2022"
N,200533,1,11344512,"Apr 21, 2028",,,U-3392,,"Jun 29, 2022"
N,200533,2,11344512,"Apr 21, 2028",,,U-3392,,"Jun 29, 2022"
N,200533,3,11344512,"Apr 21, 2028",,,U-3392,,"Jun 29, 2022"
N,200533,4,11344512,"Apr 21, 2028",,,U-3392,,"Jun 29, 2022"
N,200533,5,11344512,"Apr 21, 2028",,,U-3392,,"Jun 29, 2022"
N,200533,2,11344512,"Apr 21, 2028",,,U-3391,,"Jun 29, 2022"
N,200533,3,11344512,"Apr 21, 2028",,,U-3391,,"Jun 29, 2022"
N,200533,4,11344512,"Apr 21, 2028",,,U-3391,,"Jun 29, 2022"
N,200533,5,11344512,"Apr 21, 2028",,,U-3391,,"Jun 29, 2022"
N,206976,1,11351133,"Feb 20, 2035",,,U-3393,,"Jun 29, 2022"
N,215515,1,10570391,"Nov 16, 2032",Y,Y,U-3396,,"Jul 13, 2022"
N,216285,1,9603860,"Jun 28, 2031",,,U-2553,,"Jul 13, 2022"
N,216285,1,10179140,"Jun 28, 2031",,,U-2553,,"Jul 13, 2022"
N,202971,1,11400087,"Sep 24, 2033",,,U-3245,,"Aug 29, 2022"
N,202971,4,11400087,"Sep 24, 2033",,,U-814,,"Aug 29, 2022"
N,202971,3,11400087,"Sep 24, 2033",,,U-814,,"Aug 29, 2022"
N,202971,2,11400087,"Sep 24, 2033",,,U-814,,"Aug 29, 2022"
N,202971,1,11400087,"Sep 24, 2033",,,U-814,,"Aug 29, 2022"
N,202971,4,11400087,"Sep 24, 2033",,,U-3245,,"Aug 29, 2022"
N,202971,3,11400087,"Sep 24, 2033",,,U-3245,,"Aug 29, 2022"
N,202971,2,11400087,"Sep 24, 2033",,,U-3245,,"Aug 29, 2022"
N,202971,1,11400087,"Sep 24, 2033",,,U-1632,,"Aug 29, 2022"
N,202971,2,11400087,"Sep 24, 2033",,,U-1632,,"Aug 29, 2022"
N,202971,3,11400087,"Sep 24, 2033",,,U-1632,,"Aug 29, 2022"
N,202971,4,11400087,"Sep 24, 2033",,,U-1632,,"Aug 29, 2022"
N,213953,1,10576089,"Dec 31, 2030",,Y,U-2506,,"Aug 26, 2022"
N,213953,2,10576089,"Dec 31, 2030",,Y,U-2506,,"Aug 26, 2022"
N,213953,3,10576089,"Dec 31, 2030",,Y,U-2506,,"Aug 26, 2022"
N,208352,1,11337989,"Mar 15, 2033",,,U-1,,"Sep 6, 2022"
N,208573,1,11413282,"Sep 6, 2033",,,U-3412,,"Sep 12, 2022"
N,208573,2,11413282,"Sep 6, 2033",,,U-3412,,"Sep 12, 2022"
N,208573,3,11413282,"Sep 6, 2033",,,U-3412,,"Sep 12, 2022"
N,214103,1,11401517,"Aug 14, 2035",Y,Y,U-2995,,"Sep 19, 2022"
N,206089,1,11426416,"Apr 12, 2030",,,U-3420,,"Sep 12, 2022"
N,208051,1,9265784,"Aug 4, 2029",,,U-3047,,"Jan 29, 2021"
N,208051,1,8669273,"Jul 18, 2031",,,U-3047,,"Jan 29, 2021"
N,213388,1,10881659,"Mar 14, 2034",,,U-2842,,"Feb 3, 2021"
N,213137,1,11020382,"Dec 2, 2036",,,U-3133,,"Jun 23, 2021"
N,213137,1,11020382,"Dec 2, 2036",,,U-3134,,"Jun 23, 2021"
N,210655,1,11013809,"Feb 13, 2028",,Y,U-3135,,"Jul 1, 2021"
N,210655,2,11013809,"Feb 13, 2028",,Y,U-3135,,"Jul 1, 2021"
N,214133,1,11278547,"Mar 2, 2040",,,U-3282,,"Mar 24, 2022"
N,213973,1,11266635,"Aug 12, 2040",,,U-3330,,"Mar 24, 2022"
N,207946,5,11304951,"May 7, 2041",,,U-3349,,"Apr 25, 2022"
N,207946,6,11304951,"May 7, 2041",,,U-3349,,"Apr 25, 2022"
N,207962,1,9925264,"May 10, 2031",,Y,U-2267,,"Apr 25, 2018"
N,211358,1,10597384,"Dec 4, 2028",Y,Y,U-2778,,"Apr 23, 2020"
N,206038,1,10597384,"Dec 4, 2028",Y,Y,U-2777,,"Apr 23, 2020"
N,206038,2,10597384,"Dec 4, 2028",Y,Y,U-2777,,"Apr 23, 2020"
N,211358,2,10597384,"Dec 4, 2028",Y,Y,U-2778,,"Apr 23, 2020"
N,212121,1,10632150,"Apr 19, 2039",,Y,U-2789,,"May 4, 2020"
N,212614,1,10596120,"Mar 7, 2032",,Y,U-2790,,"Apr 21, 2020"
N,212614,2,10596120,"Mar 7, 2032",,Y,U-2790,,"Apr 21, 2020"
N,212614,3,10596120,"Mar 7, 2032",,Y,U-2790,,"Apr 21, 2020"
N,212614,4,10596120,"Mar 7, 2032",,Y,U-2790,,"Apr 21, 2020"
N,212028,1,8268848,"Sep 20, 2031",Y,Y,U-2791,,"May 5, 2020"
N,212028,1,10188652,"Oct 21, 2035",,Y,U-2791,,"May 5, 2020"
N,212028,2,10188652,"Oct 21, 2035",,Y,U-2791,,"May 5, 2020"
N,212028,2,8268848,"Sep 20, 2031",Y,Y,U-2791,,"May 5, 2020"
N,208658,1,10596120,"Mar 7, 2032",,Y,U-2792,,"Apr 20, 2020"
N,208658,2,10596120,"Mar 7, 2032",,Y,U-2792,,"Apr 20, 2020"
N,208658,3,10596120,"Mar 7, 2032",,Y,U-2792,,"Apr 20, 2020"
N,208658,4,10596120,"Mar 7, 2032",,Y,U-2792,,"Apr 20, 2020"
N,202860,1,9604028,"Aug 13, 2029",,,U-2793,,"May 5, 2020"
N,204042,1,10617668,"May 11, 2031",,Y,U-2795,,"May 6, 2020"
N,204042,1,10617668,"May 11, 2031",,Y,U-2632,,"May 6, 2020"
N,204042,1,10617668,"May 11, 2031",,Y,U-2797,,"May 6, 2020"
N,204042,1,10617668,"May 11, 2031",,Y,U-2796,,"May 6, 2020"
N,204042,1,10617668,"May 11, 2031",,Y,U-2441,,"May 6, 2020"
N,204042,1,10617668,"May 11, 2031",,Y,U-2794,,"May 6, 2020"
N,204042,1,10617668,"May 11, 2031",,Y,U-493,,"May 6, 2020"
N,204042,2,10617668,"May 11, 2031",,Y,U-493,,"May 6, 2020"
N,204042,2,10617668,"May 11, 2031",,Y,U-2795,,"May 6, 2020"
N,204042,2,10617668,"May 11, 2031",,Y,U-2797,,"May 6, 2020"
N,204042,2,10617668,"May 11, 2031",,Y,U-2441,,"May 6, 2020"
N,204042,2,10617668,"May 11, 2031",,Y,U-2632,,"May 6, 2020"
N,204042,2,10617668,"May 11, 2031",,Y,U-2794,,"May 6, 2020"
N,204042,2,10617668,"May 11, 2031",,Y,U-2796,,"May 6, 2020"
N,204042,1,10617668,"May 11, 2031",,Y,U-2799,,"May 6, 2020"
N,204042,1,10617668,"May 11, 2031",,Y,U-2798,,"May 6, 2020"
N,213756,1,9562017,"Dec 12, 2026",Y,,U-2800,,"May 6, 2020"
N,213756,2,9562017,"Dec 12, 2026",Y,,U-2800,,"May 6, 2020"
N,212860,1,7816404,"Apr 17, 2029",Y,,U-2801,,"Apr 28, 2020"
N,204819,1,10662188,"Feb 18, 2034",Y,Y,U-2834,,"Jun 23, 2020"
N,204819,1,10662188,"Feb 18, 2034",Y,Y,U-2835,,"Jun 23, 2020"
N,212157,1,9949990,"May 27, 2036",,Y,U-2718,,"May 11, 2020"
N,204819,2,10662188,"Feb 18, 2034",Y,Y,U-2834,,"Jun 23, 2020"
N,204819,2,10662188,"Feb 18, 2034",Y,Y,U-2835,,"Jun 23, 2020"
N,204819,3,10662188,"Feb 18, 2034",Y,Y,U-2834,,"Jun 23, 2020"
N,204819,3,10662188,"Feb 18, 2034",Y,Y,U-2835,,"Jun 23, 2020"
N,204819,4,10662188,"Feb 18, 2034",Y,Y,U-2834,,"Jun 23, 2020"
N,204819,4,10662188,"Feb 18, 2034",Y,Y,U-2835,,"Jun 23, 2020"
N,204819,5,10662188,"Feb 18, 2034",Y,Y,U-2835,,"Jun 23, 2020"
N,204819,5,10662188,"Feb 18, 2034",Y,Y,U-2834,,"Jun 23, 2020"
N,213702,1,7763615,"Dec 13, 2024",Y,Y,U-2836,,"Jun 23, 2020"
N,208772,1,9611283,"Apr 10, 2034",,,U-2837,,"May 26, 2017"
N,208772,2,9611283,"Apr 10, 2034",,,U-2837,,"May 26, 2017"
N,208772,3,9611283,"Apr 10, 2034",,,U-2837,,"Oct 23, 2017"
N,208772,1,9273077,"May 21, 2029",,,U-2837,,"May 26, 2017"
N,208772,2,9273077,"May 21, 2029",,,U-2837,,"May 26, 2017"
N,208772,3,9273077,"May 21, 2029",,,U-2837,,"Oct 23, 2017"
N,208772,1,10385078,"Nov 10, 2035",Y,Y,U-2837,,"Sep 10, 2019"
N,208772,2,10385078,"Nov 10, 2035",Y,Y,U-2837,,"Sep 10, 2019"
N,208772,3,10385078,"Nov 10, 2035",Y,Y,U-2837,,"Sep 10, 2019"
N,202057,1,10668042,"Jun 28, 2033",,,U-2841,,"Jun 26, 2020"
N,202057,2,10668042,"Jun 28, 2033",,,U-2841,,"Jun 26, 2020"
N,207589,1,10688108,"Jun 10, 2031",,,U-2627,,"Jul 23, 2020"
N,208232,1,10695397,"Feb 3, 2036",,,U-2857,,"Jul 23, 2020"
N,208232,1,8535695,"Sep 17, 2029",,,U-2857,,"Jul 23, 2020"
N,208232,1,10238709,"Feb 3, 2036",,,U-2857,,"Jul 23, 2020"
N,210583,1,10709713,"May 26, 2030",,,U-2750,,"Jul 24, 2020"
N,212102,1,9603815,"May 3, 2033",,,U-2858,,"Jul 24, 2020"
N,212102,1,9549909,"May 3, 2033",,,U-2858,,"Jul 24, 2020"
N,212102,1,10452815,"Jun 29, 2038",,,U-2859,Y,"Jul 24, 2020"
N,212102,1,9610260,"May 3, 2033",,,U-2858,,"Jul 24, 2020"
N,212102,1,9603814,"May 3, 2033",,,U-2858,,"Jul 24, 2020"
N,212102,1,10603290,"Aug 2, 2037",,,U-2861,,"Jul 24, 2020"
N,212102,1,10478442,"May 3, 2033",,,U-2860,,"Jul 24, 2020"
N,212102,1,10478441,"May 3, 2033",,,U-2860,,"Jul 24, 2020"
N,206406,1,10548880,"Aug 30, 2024",,,U-2677,,"Jul 28, 2020"
N,206406,1,10548880,"Aug 30, 2024",,,U-2678,,"Jul 28, 2020"
N,206406,2,10548880,"Aug 30, 2024",,,U-2677,,"Jul 28, 2020"
N,206406,2,10548880,"Aug 30, 2024",,,U-2678,,"Jul 28, 2020"
N,206406,3,10548880,"Aug 30, 2024",,,U-2677,,"Jul 28, 2020"
N,206406,3,10548880,"Aug 30, 2024",,,U-2678,,"Jul 28, 2020"
N,212535,1,10478453,"Jan 15, 2039",,Y,U-2752,,"Jul 28, 2020"
N,212535,1,10583155,"Jan 15, 2039",,Y,U-2752,,"Jul 28, 2020"
N,212038,1,10722473,"Nov 19, 2038",,,U-2357,,"Jul 28, 2020"
N,212038,2,10722473,"Nov 19, 2038",,,U-2357,,"Jul 28, 2020"
N,212038,3,10722473,"Nov 19, 2038",,,U-2357,,"Jul 28, 2020"
N,212038,4,10722473,"Nov 19, 2038",,,U-2357,,"Jul 28, 2020"
N,212038,5,10722473,"Nov 19, 2038",,,U-2357,,"Jul 28, 2020"
N,212038,6,10722473,"Nov 19, 2038",,,U-2357,,"Jul 28, 2020"
N,210365,1,10709671,"Jun 17, 2035",,,U-2862,,"Jul 30, 2020"
N,210365,1,10709674,"Jun 17, 2035",,,U-2781,,"Jul 30, 2020"
N,210365,1,10709674,"Jun 17, 2035",,,U-2780,,"Jul 30, 2020"
N,212801,1,10709691,"Oct 12, 2035",,,U-2770,,"Aug 6, 2020"
N,212801,2,10709691,"Oct 12, 2035",,,U-2770,,"Aug 6, 2020"
N,212801,3,10709691,"Oct 12, 2035",,,U-2770,,"Aug 6, 2020"
N,210045,1,9408837,"Feb 28, 2030",,,U-2410,,"Sep 11, 2020"
N,210045,2,9408837,"Feb 28, 2030",,,U-2410,,"Sep 11, 2020"
N,210045,3,9408837,"Feb 28, 2030",,,U-2410,,"Sep 11, 2020"
N,210563,1,10751342,"Jun 3, 2031",,,U-1491,,"Sep 10, 2020"
N,208054,1,10716868,"Dec 30, 2035",,,U-2450,,"Jul 22, 2020"
N,210933,1,10945948,"May 3, 2033",,,U-2985,,"Mar 30, 2021"
N,210933,1,10940108,"May 3, 2033",,,U-2985,,"Mar 30, 2021"
N,213072,1,10376470,"May 1, 2033",,Y,U-3095,,"Mar 29, 2021"
N,213072,1,9763885,"May 1, 2033",,Y,U-3095,,"Mar 29, 2021"
N,213072,2,9763885,"May 1, 2033",,Y,U-3095,,"Mar 29, 2021"
N,213072,2,10376470,"May 1, 2033",,Y,U-3095,,"Mar 29, 2021"
N,213072,3,10376470,"May 1, 2033",,Y,U-3095,,"Mar 29, 2021"
N,213072,3,9763885,"May 1, 2033",,Y,U-3095,,"Mar 29, 2021"
N,213072,4,10376470,"May 1, 2033",,Y,U-3095,,"Mar 29, 2021"
N,213072,4,9763885,"May 1, 2033",,Y,U-3095,,"Mar 29, 2021"
N,211230,1,10940133,"Mar 19, 2040",,,U-3099,,"Apr 7, 2021"
N,211371,1,10940156,"Mar 8, 2037",,,U-2552,,"Apr 7, 2021"
N,212904,1,6821987,"Apr 26, 2023",Y,Y,U-3100,,"Apr 6, 2021"
N,212904,2,6821987,"Apr 26, 2023",Y,Y,U-3100,,"Apr 6, 2021"
N,213176,1,10947244,"May 26, 2035",,,U-3063,,"Apr 7, 2021"
N,213176,1,10947244,"May 26, 2035",,,U-3064,,"Apr 7, 2021"
N,22201,1,10973870,"Feb 10, 2029",,,U-1978,,"Apr 13, 2021"
N,22201,2,10973870,"Feb 10, 2029",,,U-1978,,"Apr 13, 2021"
N,206488,1,RE48468,"Oct 27, 2028",,,U-2097,,"Apr 12, 2021"
N,206488,2,RE48468,"Oct 27, 2028",,,U-2097,,"Apr 12, 2021"
N,214155,1,9682061,"Apr 26, 2030",,,U-3101,,"Apr 12, 2021"
N,214155,1,8420592,"Aug 29, 2029",,,U-3101,,"Apr 12, 2021"
N,213498,1,8273779,"Dec 17, 2025",,,U-2774,,"Apr 14, 2021"
N,213498,1,9062014,"May 6, 2032",Y,Y,U-2774,,"Apr 14, 2021"
N,213498,1,9000018,"Nov 16, 2024",,,U-3102,,"Apr 14, 2021"
N,213498,2,9062014,"May 6, 2032",Y,Y,U-2774,,"Apr 14, 2021"
N,213498,2,8273779,"Dec 17, 2025",,,U-2774,,"Apr 14, 2021"
N,213498,2,9000018,"Nov 16, 2024",,,U-3102,,"Apr 14, 2021"
N,213498,3,9062014,"May 6, 2032",Y,Y,U-2774,,"Apr 14, 2021"
N,213498,3,8273779,"Dec 17, 2025",,,U-2774,,"Apr 14, 2021"
N,213498,3,9000018,"Nov 16, 2024",,,U-3102,,"Apr 14, 2021"
N,213498,4,9000018,"Nov 16, 2024",,,U-3102,,"Apr 14, 2021"
N,213498,4,8273779,"Dec 17, 2025",,,U-2774,,"Apr 14, 2021"
N,213498,4,9062014,"May 6, 2032",Y,Y,U-2774,,"Apr 14, 2021"
N,213498,5,9062014,"May 6, 2032",Y,Y,U-2774,,"Apr 14, 2021"
N,213498,5,8273779,"Dec 17, 2025",,,U-2774,,"Apr 14, 2021"
N,213498,5,9000018,"Nov 16, 2024",,,U-3102,,"Apr 14, 2021"
N,213498,6,9062014,"May 6, 2032",Y,Y,U-2774,,"Apr 14, 2021"
N,213498,6,9000018,"Nov 16, 2024",,,U-3102,,"Apr 14, 2021"
N,213498,6,8273779,"Dec 17, 2025",,,U-2774,,"Apr 14, 2021"
N,213498,7,9000018,"Nov 16, 2024",,,U-3102,,"Apr 14, 2021"
N,213498,7,8273779,"Dec 17, 2025",,,U-2774,,"Apr 14, 2021"
N,213498,7,9062014,"May 6, 2032",Y,Y,U-2774,,"Apr 14, 2021"
N,213498,8,9062014,"May 6, 2032",Y,Y,U-2774,,"Apr 14, 2021"
N,213498,8,8273779,"Dec 17, 2025",,,U-2774,,"Apr 14, 2021"
N,213498,8,9000018,"Nov 16, 2024",,,U-3102,,"Apr 14, 2021"
N,213498,9,9062014,"May 6, 2032",Y,Y,U-2774,,"Apr 14, 2021"
N,213498,9,8273779,"Dec 17, 2025",,,U-2774,,"Apr 14, 2021"
N,213498,9,9000018,"Nov 16, 2024",,,U-3102,,"Apr 14, 2021"
N,213498,10,9062014,"May 6, 2032",Y,Y,U-2774,,"Apr 14, 2021"
N,213498,10,8273779,"Dec 17, 2025",,,U-2774,,"Apr 14, 2021"
N,213498,10,9000018,"Nov 16, 2024",,,U-3102,,"Apr 14, 2021"
N,213498,1,10220023,"Dec 10, 2035",,,U-3103,,"Apr 14, 2021"
N,213498,2,10220023,"Dec 10, 2035",,,U-3103,,"Apr 14, 2021"
N,213498,3,10220023,"Dec 10, 2035",,,U-3103,,"Apr 14, 2021"
N,213498,4,10220023,"Dec 10, 2035",,,U-3103,,"Apr 14, 2021"
N,213498,5,10220023,"Dec 10, 2035",,,U-3103,,"Apr 14, 2021"
N,213498,6,10220023,"Dec 10, 2035",,,U-3103,,"Apr 14, 2021"
N,213498,7,10220023,"Dec 10, 2035",,,U-3103,,"Apr 14, 2021"
N,213498,8,10220023,"Dec 10, 2035",,,U-3103,,"Apr 14, 2021"
N,213498,9,10220023,"Dec 10, 2035",,,U-3103,,"Apr 14, 2021"
N,213498,10,10220023,"Dec 10, 2035",,,U-3103,,"Apr 14, 2021"
